id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
IceFruit,Fruto gélido,Ice Fruit,Fruit de gel,냉기의 열매,冷気の実,Ледофрукт,IJsvruchten,Frutto glaciale,Eisfrucht,冷气果,冷氣果,Fruit de gel,Fruto gélido,Ice Fruit
Item_Enemy_01,Colmillo de bokoblin,Bokoblin Fang,Croc de Bokoblin,보코블린의 이빨,ボコブリンの牙,Зуб бокоблина,Bokoblin-tand,Zanna di boblin,Bokblin-Hauer,波克布林的牙齿,波克布林的牙齒,Croc de Bokoblin,Colmillo de bokoblin,Bokoblin Fang
Item_Enemy_02,Víscera de bokoblin,Bokoblin Guts,Viscère de Bokoblin,보코블린의 간,ボコブリンの肝,Сердце бокоблина,Bokoblin-hart,Cuore di boblin,Bokblin-Herz,波克布林的肝脏,波克布林的肝臟,Viscère de Bokoblin,Víscera de bokoblin,Bokoblin Guts
Item_Enemy_04,Garra de lizalfos,Lizalfos Talon,Griffe de Lézalfos,리잘포스의 발톱,リザルフォスの爪,Коготь заврофоса,Lizalfos-klauw,Artiglio di lizalfos,Echsalfos-Sporn,蜥蜴战士的爪子,蜥蜴戰士的爪子,Griffe de Lézalfos,Garra de lizalfos,Lizalfos Talon
Item_Enemy_05,Cola de lizalfos,Lizalfos Tail,Queue de Lézalfos,리잘포스의 꼬리,リザルフォスのしっぽ,Заврохвост,Lizalfos-staart,Coda di lizalfos,Echsalfos-Schwanz,蜥蜴战士的尾巴,蜥蜴戰士的尾巴,Queue de Lézalfos,Cola de lizalfos,Lizalfos Tail
Item_Enemy_07,Colmillo de moblin,Moblin Fang,Croc de Moblin,모리블린의 이빨,モリブリンの牙,Зуб моблина,Moblin-tand,Zanna di grublin,Moblin-Hauer,莫力布林的牙齿,莫力布林的牙齒,Croc de Moblin,Colmillo de moblin,Moblin Fang
Item_Enemy_08,Víscera de moblin,Moblin Guts,Viscère de Moblin,모리블린의 간,モリブリンの肝,Сердце моблина,Moblin-hart,Cuore di grublin,Moblin-Herz,莫力布林的肝脏,莫力布林的肝臟,Viscère de Moblin,Víscera de moblin,Moblin Guts
Item_Enemy_100,Cuerno de horroblin,Horriblin Horn,Corne de Trogloblin,호러블린의 뿔,ホラブリンの角,Рог хорроблина,Horriblin-hoorn,Corno di obbroblin,Horrorblin-Horn,霍拉布林的犄角,霍拉布林的犄角,Corne de Trogloblin,Cuerno de horroblin,Horriblin Horn
Item_Enemy_101,Cuerno de horroblin azul,Blue Horriblin Horn,Corne de Trogloblin bleu,블루 호러블린의 뿔,青ホラブリンの角,Рог синего хорроблина,Blauwe-Horriblin-hoorn,Corno di obbroblin blu,Blauer-Horrorblin-Horn,蓝色霍拉布林的犄角,藍色霍拉布林的犄角,Corne de Trogloblin bleu,Cuerno de horroblin azul,Blue Horriblin Horn
Item_Enemy_102,Cuerno de horroblin negro,Black Horriblin Horn,Corne de Trogloblin noir,블랙 호러블린의 뿔,黒ホラブリンの角,Рог черного хорроблина,Zwarte-Horriblin-hoorn,Corno di obbroblin nero,Schwarzer-Horrorblin-Horn,黑色霍拉布林的犄角,黑色霍拉布林的犄角,Corne de Trogloblin noir,Cuerno de horroblin negro,Black Horriblin Horn
Item_Enemy_103,Cuerno de horroblin plateado,Silver Horriblin Horn,Corne de Trogloblin d'argent,실버 호러블린의 뿔,白銀ホラブリンの角,Рог серебряного хорроблина,Zilveren-Horriblin-hoorn,Corno di obbroblin d'argento,Silberner-Horrorblin-Horn,白银霍拉布林的犄角,白銀霍拉布林的犄角,Corne de Trogloblin d'argent,Cuerno de horroblin plateado,Silver Horriblin Horn
Item_Enemy_104,Garra de horroblin,Horriblin Claw,Griffe de Trogloblin,호러블린의 발톱,ホラブリンの爪,Ноготь хорроблина,Horriblin-klauw,Artiglio di obbroblin,Horrorblin-Kralle,霍拉布林的爪子,霍拉布林的爪子,Griffe de Trogloblin,Garra de horroblin,Horriblin Claw
Item_Enemy_105,Víscera de horroblin,Horriblin Guts,Viscère de Trogloblin,호러블린의 간,ホラブリンの肝,Сердце хорроблина,Horriblin-hart,Cuore di obbroblin,Horrorblin-Herz,霍拉布林的肝脏,霍拉布林的肝臟,Viscère de Trogloblin,Víscera de horroblin,Horriblin Guts
Item_Enemy_106,Cuerno de lizalfos,Lizalfos Horn,Corne de Lézalfos,리잘포스의 뿔,リザルフォスの角,Рог заврофоса,Lizalfos-hoorn,Corno di lizalfos,Echsalfos-Horn,蜥蜴战士的犄角,蜥蜴戰士的犄角,Corne de Lézalfos,Cuerno de lizalfos,Lizalfos Horn
Item_Enemy_107,Cuerno de lizalfos azul,Blue Lizalfos Horn,Corne de Lézalfos bleu,블루 리잘포스의 뿔,青リザルフォスの角,Рог синего заврофоса,Blauwe-Lizalfos-hoorn,Corno di lizalfos blu,Blauer-Echsalfos-Horn,蓝色蜥蜴战士的犄角,藍色蜥蜴戰士的犄角,Corne de Lézalfos bleu,Cuerno de lizalfos azul,Blue Lizalfos Horn
Item_Enemy_108,Cuerno de lizalfos negro,Black Lizalfos Horn,Corne de Lézalfos noir,블랙 리잘포스의 뿔,黒リザルフォスの角,Рог черного заврофоса,Zwarte-Lizalfos-hoorn,Corno di lizalfos nero,Schwarzer-Echsalfos-Horn,黑色蜥蜴战士的犄角,黑色蜥蜴戰士的犄角,Corne de Lézalfos noir,Cuerno de lizalfos negro,Black Lizalfos Horn
Item_Enemy_109,Cuerno de lizalfos plateado,Silver Lizalfos Horn,Corne de Lézalfos d'argent,실버 리잘포스의 뿔,白銀リザルフォスの角,Рог серебряного заврофоса,Zilveren-Lizalfos-hoorn,Corno di lizalfos d'argento,Silberner-Echsalfos-Horn,白银蜥蜴战士的犄角,白銀蜥蜴戰士的犄角,Corne de Lézalfos d'argent,Cuerno de lizalfos plateado,Silver Lizalfos Horn
Item_Enemy_114,Cola de lizalfos azul,Blue Lizalfos Tail,Queue de Lézalfos bleu,블루 리잘포스의 꼬리,青リザルフォスのしっぽ,Синий заврохвост,Blauwe-Lizalfos-staart,Coda di lizalfos blu,Blauer-Echsalfos-Schwanz,蓝色蜥蜴战士的尾巴,藍色蜥蜴戰士的尾巴,Queue de Lézalfos bleu,Cola de lizalfos azul,Blue Lizalfos Tail
Item_Enemy_115,Cola de lizalfos negro,Black Lizalfos Tail,Queue de Lézalfos noir,블랙 리잘포스의 꼬리,黒リザルフォスのしっぽ,Черный заврохвост,Zwarte-Lizalfos-staart,Coda di lizalfos nero,Schwarzer-Echsalfos-Schwanz,黑色蜥蜴战士的尾巴,黑色蜥蜴戰士的尾巴,Queue de Lézalfos noir,Cola de lizalfos negro,Black Lizalfos Tail
Item_Enemy_116,Cola de lizalfos plateado,Silver Lizalfos Tail,Queue de Lézalfos d'argent,실버 리잘포스의 꼬리,白銀リザルフォスのしっぽ,Серебряный заврохвост,Zilveren-Lizalfos-staart,Coda di lizalfos d'argento,Silberner-Echsalfos-Schwanz,白银蜥蜴战士的尾巴,白銀蜥蜴戰士的尾巴,Queue de Lézalfos d'argent,Cola de lizalfos plateado,Silver Lizalfos Tail
Item_Enemy_117,Ojo de keese de fuego,Fire Keese Eyeball,Œil de feu,파이어 키이스의 눈알,ファイアキースの目玉,Глаз огненного куса,Vuur-Keese-oog,Occhio di pipistrello igneo,Feuer-Flederbeißerauge,火蝙蝠的眼珠,火蝙蝠的眼珠,Œil de feu,Ojo de keese de fuego,Fire Keese Eyeball
Item_Enemy_118,Ojo de keese eléctrico,Electric Keese Eyeball,Œil électrique,일렉트로 키이스의 눈알,エレキースの目玉,Глаз грозового куса,Elektro-Keese-oog,Occhio di pipistrello elettrico,Elektro-Flederbeißerauge,电蝙蝠的眼珠,電蝙蝠的眼珠,Œil électrique,Ojo de keese eléctrico,Electric Keese Eyeball
Item_Enemy_119,Ojo de keese de hielo,Ice Keese Eyeball,Œil de glace,아이스 키이스의 눈알,アイスキースの目玉,Глаз ледяного куса,IJs-Keese-oog,Occhio di pipistrello glaciale,Eis-Flederbeißerauge,冰蝙蝠的眼珠,冰蝙蝠的眼珠,Œil de glace,Ojo de keese de hielo,Ice Keese Eyeball
Item_Enemy_121,Víscera de gibdo,Gibdo Guts,Viscère de Gibdo,기브도의 간,ギブドの肝,Сердце гибдо,Gibdo-hart,Cuore di ghibdo,Gibdo-Herz,吉波得的肝脏,吉波得的肝臟,Viscère de Gibdo,Víscera de gibdo,Gibdo Guts
Item_Enemy_123,Ala de gibdo,Gibdo Wing,Aile de Gibdo,기브도의 날개,ギブドの羽,Крыло гибдо,Gibdo-vleugel,Ala di ghibdo,Gibdo-Flügel,吉波得的翅膀,吉波得的翅膀,Aile de Gibdo,Ala de gibdo,Gibdo Wing
Item_Enemy_124,Ala de aerocuda,Aerocuda Wing,Aile de Kakuda,카쿠다의 날개,カックーダの羽,Крыло какуды,Aerocuda-vleugel,Ala di kakuda,Kakuda-Flügel,卡库达的翅膀,卡庫達的翅膀,Aile de Kakuda,Ala de aerocuda,Aerocuda Wing
Item_Enemy_13,Pezuña de centaleón,Lynel Hoof,Sabot de Centaléo,라이넬의 발굽,ライネルのひづめ,Копыто левра,Lynel-hoef,Zoccolo di lynel,Leunen-Huf,莱尼尔的蹄子,萊尼爾的蹄子,Sabot de Lynel,Pezuña de centaleón,Lynel Hoof
Item_Enemy_130,Esfera energética zonnan,Zonai Charge,Orbe d'énergie Soneau,조나우 에너지,ゾナウエネルギー,Энергозонар,Zonaniumenergiebol,Sfera di energia Zonau,Sonau-Energiesphäre,左纳乌能源,左納烏能源,Orbe d'énergie soneau,Esfera energética zonnan,Zonai Charge
Item_Enemy_131,Gran esfera energética zonnan,Large Zonai Charge,Grand orbe d'énergie Soneau,커다란 조나우 에너지,大きなゾナウエネルギー,Большой энергозонар,Grote zonaniumenergiebol,Sfera di energia Zonau XL,Große Sonau-Energiesphäre,大的左纳乌能源,大的左納烏能源,Grand orbe d'énergie soneau,Gran esfera energética zonnan,Large Zonai Charge
Item_Enemy_132,Cuerno de gran bokoblin azul,Blue Boss Bokoblin Horn,Corne de Chef Bokoblin bleu,블루 보스보코블린의 뿔,青ボスボコブリンの角,Рог синего бокобосса,Blauwe-Bokoblin-baashoorn,Corno di capo boblin blu,Blauer-Bossbok-Horn,蓝色首领波克布林的犄角,藍色首領波克布林的犄角,Corne de Chef boko bleu,Cuerno de gran bokoblin azul,Blue Boss Bokoblin Horn
Item_Enemy_133,Cuerno de gran bokoblin negro,Black Boss Bokoblin Horn,Corne de Chef Bokoblin noir,블랙 보스보코블린의 뿔,黒ボスボコブリンの角,Рог черного бокобосса,Zwarte-Bokoblin-baashoorn,Corno di capo boblin nero,Schwarzer-Bossbok-Horn,黑色首领波克布林的犄角,黑色首領波克布林的犄角,Corne de Chef boko noir,Cuerno de gran bokoblin negro,Black Boss Bokoblin Horn
Item_Enemy_134,Cuerno de gran bokoblin plateado,Silver Boss Bokoblin Horn,Corne de Chef Boko. d'argent,실버 보스보코블린의 뿔,白銀ボスボコブリンの角,Рог серебряного бокобосса,Zilveren-Bokoblin-baashoorn,Corno di capo boblin d'argento,Silberner-Bossbok-Horn,白银首领波克布林的犄角,白銀首領波克布林的犄角,Corne de Chef boko d'argent,Cuerno de gran bokoblin plateado,Silver Boss Bokoblin Horn
Item_Enemy_135,Colmillo de gran bokoblin,Boss Bokoblin Fang,Croc de Chef Bokoblin,보스보코블린의 이빨,ボスボコブリンの牙,Зуб бокобосса,Bokoblin-baastand,Zanna di capo boblin,Bossbok-Hauer,首领波克布林的牙齿,首領波克布林的牙齒,Croc de Chef boko,Colmillo de gran bokoblin,Boss Bokoblin Fang
Item_Enemy_136,Víscera de gran bokoblin,Boss Bokoblin Guts,Viscère de Chef Bokoblin,보스보코블린의 간,ボスボコブリンの肝,Сердце бокобосса,Bokoblin-baashart,Cuore di capo boblin,Bossbok-Herz,首领波克布林的肝脏,首領波克布林的肝臟,Viscère de Chef boko,Víscera de gran bokoblin,Boss Bokoblin Guts
Item_Enemy_14,Víscera de centaleón,Lynel Guts,Viscère de Centaléo,라이넬의 간,ライネルの肝,Сердце левра,Lynel-hart,Cuore di lynel,Leunen-Herz,莱尼尔的肝脏,萊尼爾的肝臟,Viscère de Lynel,Víscera de centaleón,Lynel Guts
Item_Enemy_142,Cuerno de hinox,Hinox Horn,Corne d'Hinox,히녹스의 뿔,ヒノックスの角,Рог хинокса,Hinox-hoorn,Corno di hinox,Hinox-Horn,西诺克斯的犄角,西諾克斯的犄角,Corne d'Hinox,Cuerno de hinox,Hinox Horn
Item_Enemy_143,Cuerno de hinox azul,Blue Hinox Horn,Corne d'Hinox bleu,블루 히녹스의 뿔,青ヒノックスの角,Рог синего хинокса,Blauwe-Hinox-hoorn,Corno di hinox blu,Blauer-Hinox-Horn,蓝色西诺克斯的犄角,藍色西諾克斯的犄角,Corne d'Hinox bleu,Cuerno de hinox azul,Blue Hinox Horn
Item_Enemy_144,Cuerno de hinox negro,Black Hinox Horn,Corne d'Hinox noir,블랙 히녹스의 뿔,黒ヒノックスの角,Рог черного хинокса,Zwarte-Hinox-hoorn,Corno di hinox nero,Schwarzer-Hinox-Horn,黑色西诺克斯的犄角,黑色西諾克斯的犄角,Corne d'Hinox noir,Cuerno de hinox negro,Black Hinox Horn
Item_Enemy_148,Cuerno fino de centaleón,Lynel Saber Horn,Corne-lame de Centaléo,라이넬의 칼날뿔,ライネルの刃角,Секущий рог левра,Lynel-sabelhoorn,Corno fino di lynel,Leunen-Säbelhorn,莱尼尔的刃角,萊尼爾的刃角,Corne affilée de Lynel,Cuerno fino de centaleón,Lynel Saber Horn
Item_Enemy_149,Cuerno fino de centaleón azul,Blue-Maned Lynel Saber Horn,Corne-lame de Centaléo bleu,푸른 갈기의 라이넬의 칼날뿔,青髪ライネルの刃角,Секущий рог сизогривого левра,Blauwe-Lynel-sabelhoorn,Corno fino di lynel blu,Blauer-Leune-Säbelhorn,蓝鬃莱尼尔的刃角,藍鬃萊尼爾的刃角,Corne affilée de Lynel bleu,Cuerno fino de centaleón azul,Blue-Maned Lynel Saber Horn
Item_Enemy_15,Gelatina ígnea,Red Chuchu Jelly,Gelée Chuchu rouge,빨간츄츄젤리,赤チュチュゼリー,Красное желе чучу,Vuur-Chuchu-gelei,Gelatina chuchu rossa,Rotes Schleim-Gelee,红色丘丘胶,紅色丘丘膠,Gelée chuchu rouge,Gelatina ígnea,Red Chuchu Jelly
Item_Enemy_150,Cuerno fino de centaleón blanco,White-Maned Lynel Saber Horn,Corne-lame de Centaléo blanc,하얀 갈기의 라이넬의 칼날뿔,白髪ライネルの刃角,Секущий рог белогривого левра,Witte-Lynel-sabelhoorn,Corno fino di lynel bianco,Weißer-Leune-Säbelhorn,白鬃莱尼尔的刃角,白鬃萊尼爾的刃角,Corne affilée de Lynel blanc,Cuerno fino de centaleón blanco,White-Maned Lynel Saber Horn
Item_Enemy_151,Cuerno fino de centaleón plateado,Silver Lynel Saber Horn,Corne-lame de Cent. d'argent,실버 라이넬의 칼날뿔,白銀ライネルの刃角,Секущий рог серебряного левра,Zilveren-Lynel-sabelhoorn,Corno fino di lynel d'argento,Silberner-Leune-Säbelhorn,白银莱尼尔的刃角,白銀萊尼爾的刃角,Corne affilée de Lynel d'argent,Cuerno fino de centaleón plateado,Silver Lynel Saber Horn
Item_Enemy_153,Cuerno ígneo de gleeok,Gleeok Flame Horn,Corne de Griock des flammes,그리오크의 화염각,グリオークの火炎角,Огненный рог глиока,Gleeok-vuurhoorn,Corno igneo di griock,Griock-Flammenhorn,古栗欧克的火焰犄角,古慄歐克的火焰犄角,Corne de Griock des flammes,Cuerno ígneo de griock,Gleeok Flame Horn
Item_Enemy_154,Cuerno gélido de gleeok,Gleeok Frost Horn,Corne de Griock des glaces,그리오크의 빙설각,グリオークの氷雪角,Ледяной рог глиока,Gleeok-ijshoorn,Corno gelido di griock,Griock-Frosthorn,古栗欧克的冰雪犄角,古慄歐克的冰雪犄角,Corne de Griock des glaces,Cuerno gélido de griock,Gleeok Frost Horn
Item_Enemy_155,Cuerno eléctrico de gleeok,Gleeok Thunder Horn,Corne de Griock électrique,그리오크의 뇌전각,グリオークの雷電角,Громовой рог глиока,Gleeok-bliksemhoorn,Corno elettrico di griock,Griock-Donnerhorn,古栗欧克的雷电犄角,古慄歐克的雷電犄角,Corne de Griock électrique,Cuerno eléctrico de griock,Gleeok Thunder Horn
Item_Enemy_156,Ala de gleeok,Gleeok Wing,Aile de Griock,그리오크의 날개,グリオークの羽,Крыло глиока,Gleeok-vleugel,Ala di griock,Griock-Flügel,古栗欧克的翅膀,古慄歐克的翅膀,Aile de Griock,Ala de griock,Gleeok Wing
Item_Enemy_157,Víscera de gleeok,Gleeok Guts,Viscère de Griock,그리오크의 간,グリオークの肝,Сердце глиока,Gleeok-hart,Cuore di griock,Griock-Herz,古栗欧克的肝脏,古慄歐克的肝臟,Viscère de Griock,Víscera de griock,Gleeok Guts
Item_Enemy_158,Escama del dragón blanco,Light Dragon's Scale,Écaille du dragon blanc,백룡의 비늘,白龍のウロコ,Чешуйка Белого дракона,Lichtdraakschub,Scaglia di drago eburneo,Weißdrachenschuppe,白龙的鳞片,白龍的鱗片,Écaille du dragon blanc,Escama del dragón blanco,Light Dragon's Scale
Item_Enemy_159,Garra del dragón blanco,Light Dragon's Talon,Griffe du dragon blanc,백룡의 발톱,白龍の爪,Коготь Белого дракона,Lichtdraakklauw,Artiglio di drago eburneo,Weißdrachenklaue,白龙的爪子,白龍的爪子,Griffe du dragon blanc,Garra del dragón blanco,Light Dragon's Talon
Item_Enemy_16,Gelatina eléctrica,Yellow Chuchu Jelly,Gelée Chuchu jaune,노란츄츄젤리,黄チュチュゼリー,Желтое желе чучу,Elektro-Chuchu-gelei,Gelatina chuchu gialla,Gelbes Schleim-Gelee,黄色丘丘胶,黃色丘丘膠,Gelée chuchu jaune,Gelatina eléctrica,Yellow Chuchu Jelly
Item_Enemy_160,Colmillo del dragón blanco,Shard of Light Dragon's Fang,Éclat de croc du dragon blanc,백룡의 이빨 조각,白龍の牙のかけら,Фрагмент зуба Белого дракона,Lichtdraaktandsplinter,Dente di drago eburneo,Weißdrachenzahn,白龙的牙齿碎片,白龍的牙齒碎片,Éclat de croc du dragon blanc,Colmillo del dragón blanco,Shard of Light Dragon's Fang
Item_Enemy_166,Cuerno de gólem recluta,Soldier Construct Horn,Corne de Golem soldat,병정 골렘의 뿔,兵隊ゴーレムの角,Рог голема-рядового ГР-1,Zonoïdesoldaathoorn 1.0,Corno di golem soldato,Alpha-Kriegerkonstrukt-Horn,兵队魔像的角,兵隊魔像的角,Corne de Golem soldat,Cuerno de gólem recluta,Soldier Construct Horn
Item_Enemy_167,Cuerno de gólem soldado,Soldier Construct II Horn,Corne de Golem caporal,병정 골렘의 뿔(중등),兵隊ゴーレムの角(中等),Рог голема-рядового ГР-2,Zonoïdesoldaathoorn 2.0,Corno di golem caporale,Beta-Kriegerkonstrukt-Horn,兵队魔像的角（中等）,兵隊魔像的角（中等）,Corne de Golem caporal,Cuerno de gólem soldado,Soldier Construct II Horn
Item_Enemy_168,Cuerno de gólem cabo,Soldier Construct III Horn,Corne de Golem sergent,병정 골렘의 뿔(상등),兵隊ゴーレムの角(上等),Рог голема-рядового ГР-3,Zonoïdesoldaathoorn 3.0,Corno di golem sergente,Gamma-Kriegerkonstrukt-Horn,兵队魔像的角（上等）,兵隊魔像的角（上等）,Corne de Golem sergent,Cuerno de gólem cabo,Soldier Construct III Horn
Item_Enemy_169,Cuerno de gólem sargento,Soldier Construct IV Horn,Corne de Golem major,병정 골렘의 뿔(특등),兵隊ゴーレムの角(特等),Рог голема-рядового ГР-4,Zonoïdesoldaathoorn 4.0,Corno di golem maresciallo,Delta-Kriegerkonstrukt-Horn,兵队魔像的角（特等）,兵隊魔像的角（特等）,Corne de Golem major,Cuerno de gólem sargento,Soldier Construct IV Horn
